RAZAO_FORNECEDOR,avg_lead_time,std_lead_time,recurrence,total_spent,total_products_value,total_discount,discount_rate,avg_item_price,score,rating,classificacao
F. DE O. GONDIM - ME,1.5384615384615385,0.8770580193070292,13,34551.3,34551.3,0.0,0.0,26.233333333333334,0.4133539621314383,5,Ótimo / Recomendado
FABIO EMILIO CLEMENTE EIRELI,0.0,0.0,1,30.0,30.0,0.0,0.0,30.0,0.4,3,Médio
FABRICA MINEIRA DE ELETRODOS E SOLDAS DENVER SA,5.0,2.0,3,51797.67,47802.3,0.0,0.0,87.78592592592594,0.39340037715239967,2,Ruim / Não recomendado
FAMA CONFECCAO LTDA,2.0,0.0,1,1247.5,1247.5,0.0,0.0,49.9,0.3962790697847485,3,Médio
FAME - FABRICA DE APARELHOS E MATERIAL ELETRICO LTDA,12.833333333333334,3.0605010483034745,6,27747.83,26979.629999999997,1258.51,0.046646673803656814,17.058323076923077,0.4224655869056211,5,Ótimo / Recomendado
FBT FABRICA BRASILEIRA DE TUBOS,7.0,0.8164965809277259,4,22367.62,22367.62,0.0,0.0,4.533392857142857,0.3910307982824124,2,Ruim / Não recomendado
FEK COMPONENTES ELETRICOS LTDA,9.666666666666666,5.507570547286102,3,7463.5,7463.5,0.0,0.0,4.533333333333333,0.38471820665014617,1,Ruim / Não recomendado
FERMAGRAN GRANITOS EIRELI-ME,5.0,0.0,1,2126.0,2129.26,3.26,0.0015310483447155121,454.0,0.3919969362555969,2,Ruim / Não recomendado
FERNANDO CARLOS TOTOLI,4.0,0.0,1,120.2,120.2,0.0,0.0,120.2,0.39255813956949703,2,Ruim / Não recomendado
FERRAGENS NEGRAO CENTRO-OESTE COM L,2.526315789473684,1.3891812557774845,19,82975.24,82884.89,0.0,0.0,35.04851953125,0.4196242018375955,5,Ótimo / Recomendado
FERRAGENS NEGRAO COM LTDA - CWB,10.0,2.0,3,10443.04,10385.4,0.0,0.0,8.387464285714286,0.38409805161427096,1,Ruim / Não recomendado
FERRAGENS NEGRAO COM LTDA GOIANIA,2.2058823529411766,1.754291910416243,34,252347.87,249396.1,0.0,0.0,52.13612478920742,0.44049062724454363,5,Ótimo / Recomendado
FERRAGISTA CARDOSO LTDA,0.0,0.0,2,818.0,842.0,24.0,0.02850356291151596,47.5,0.4255397386054111,5,Ótimo / Recomendado
FERRAGISTA FENIX EIRELI,0.0,0.0,1,100.0,100.0,0.0,0.0,100.0,0.4,3,Médio
FERRAGISTA MT COMERCIO DE FERRAGENS LTDA,2.5714285714285716,2.29906813420444,7,37813.34,37813.34,0.0,0.0,21.620886075949368,0.4033240549376903,4,Bom
FERRAGISTA SAO JOSE,17.02777777777778,36.348697057498185,36,8129.0,8129.0,0.0,0.0,73.5203043478261,0.41561771066828584,5,Ótimo / Recomendado
FERRAMENTAS GEDORE DO BRASIL LTDA,14.0,0.0,2,16281.77,15476.97,0.0,0.0,87.118,0.3753048398385038,1,Ruim / Não recomendado
FERRAMENTAS GEDORE DO BRASIL S.A.,10.363636363636363,1.9632996344280855,11,24497.66,23286.75,0.0,0.0,150.82323809523808,0.39423232960997506,2,Ruim / Não recomendado
FERRAMENTAS MINASUL INDUSTRIA E COMERCIO LTDA,7.0,0.0,1,2769.72,2660.64,0.0,0.0,38.666666666666664,0.3869767442466198,1,Ruim / Não recomendado
FETZ MINERADORA LTDA,0.0,0.0,1,913.16,913.16,0.0,0.0,74.0,0.4,3,Médio
FLACH INDUSTRIA DE CARREGADORES E EQUIPAMENTOS ELE,7.0,0.0,1,9437.63,8919.63,0.0,0.0,815.61,0.3869767442466198,1,Ruim / Não recomendado
FLAVIANE MILHOMENS LEITE,39.0,0.0,2,16300.0,16300.0,0.0,0.0,3060.0,0.3287932121478602,1,Ruim / Não recomendado
FLEXMEGA COMERCIO DE MANGUEIRAS E CONEXOES LTDA,1.0,0.0,6,9386.380000000001,9924.32,537.94,0.05420421751271582,14.876666666666667,0.45089449220859723,5,Ótimo / Recomendado
FONSECA DISTRIBUIDORA DE FERRO LTDA,0.6,0.8432740427115679,10,3163.42,3558.41,394.99,0.11100182381709758,131.1081,0.5052430579505671,5,Ótimo / Recomendado
FORMULA PRODUTOS AUTOMOTIVOS LTDA,2.533333333333333,1.2550463110729633,60,404668.16,404668.16,0.0,0.0,761.0665158730159,0.47501655109793495,5,Ótimo / Recomendado
FORTLEV INDUS.E COMERC. DE PLASTICO,6.75,4.272001872658765,4,7575.72,7575.72,0.0,0.0,14.818711538461539,0.3914959145593188,2,Ruim / Não recomendado
FORTLEV INDUS.E COMERC. PLASTICO LT,12.5,0.7071067811865476,2,7493.43,7493.43,0.0,0.0,9.0738,0.37809553749994246,1,Ruim / Não recomendado
FOX VARIEDADES LTDA,0.0,0.0,1,50.0,50.0,0.0,0.0,25.0,0.4,3,Médio
FOXLUX LTDA,10.5,7.7781745930520225,2,14606.16,13482.01,0.0,0.0,37.4614375,0.38181646771519395,1,Ruim / Não recomendado
FOZZ TECNOLOGIA EM PLASTICOS LTDA,4.0,0.0,1,6987.4,6987.4,0.0,0.0,8.0715,0.39255813956949703,2,Ruim / Não recomendado
FRATI SUPRIMENTOS INDUSTRIAIS LTDA,10.5,0.7071067811865476,2,15416.06,14756.08,0.0,0.0,85.44125,0.38181646771519395,1,Ruim / Não recomendado
FRICKE SOLDAS LTDA,12.0,2.8284271247461903,2,21620.56,20305.65,0.0,0.0,10152.825,0.37902577005375526,1,Ruim / Não recomendado
FRIGELAR COMERCIO E INDUSTRIA LTDA,2.75,2.362907813126304,4,14919.68,14055.04,0.0,0.0,151.0676,0.3989377749898218,3,Médio
FRIOVIX COMERCIO DE REFRIGERAÇÃO,7.0,0.0,1,506.97,506.97,0.0,0.0,506.97,0.3869767442466198,1,Ruim / Não recomendado
FUNDICAO PIRAI EIRELI,12.666666666666666,5.08592829940284,6,15982.55,15861.68,0.0,0.0,36.031564102564104,0.3831908653630615,1,Ruim / Não recomendado
FUNDIÇÃO SAO CRISTOVAO LTDA EPP,0.0,0.0,1,3292.74,3292.74,0.0,0.0,82.319,0.4,3,Médio
FURACAO PRODUTOS PROFISSIONAIS,0.0,0.0,1,162.0,162.0,0.0,0.0,162.0,0.4,3,Médio
G A SILVA E CIA LTDA,1.0,0.0,1,667.24,667.24,0.0,0.0,2383.0,0.39813953489237425,3,Médio
G.S. CAR INDUSTRIA E COMERCIO DE RODAS E RODIZIOS,13.0,0.0,1,2378.8,2378.8,0.0,0.0,37.529999999999994,0.37581395360086534,1,Ruim / Não recomendado
G5 - CORDAS & CIA LTDA,5.0,0.0,2,5657.85,5657.85,0.0,0.0,1.0860606060606062,0.3920490258071355,2,Ruim / Não recomendado
GARTHEN IND E COM DE MAQUINAS LTDA,9.7,2.359378449224852,10,78489.48,78337.2,0.0,0.0,2455.8235,0.3941156505634079,2,Ruim / Não recomendado
GB COMERCIO E IMPORTACAO LTDA,5.0,0.0,1,539.8,539.8,0.0,0.0,26.99,0.3906976744618713,2,Ruim / Não recomendado
GENESIO MACHADO DA SILVA 51730405134,1.5,0.5773502691896257,4,8218.0,8218.0,0.0,0.0,46.94117647058823,0.401263356374354,4,Bom
GERALDO N. RECKTENWALD E CIA LTDA,12.0,0.0,1,1247.55,1230.0,0.0,0.0,221.25,0.37767441870849106,1,Ruim / Não recomendado
GHB DE PAULA KOMAC DISTRIBUIDORA DE PRODUTOS AUTOMOTIVOS,1.5,0.7071067811865476,2,1620.44,1585.44,0.0,0.0,16.515,0.39856065368382565,3,Médio
GILBERTO ALMEIDA BARBOSA POTENCIA,4.5,6.590035768383312,8,1772.63,1963.99,191.36,0.09743430460570864,74.41,0.4837710189829944,5,Ótimo / Recomendado
GIMAWA COMERCIAL LTDA,3.0,0.0,1,379.9,379.9,0.0,0.0,37.99,0.39441860467712275,2,Ruim / Não recomendado
GLEICIMAR JOSE DE OUSA SILVA 02012147178,6.166666666666667,2.316606713852541,6,46590.0,46590.0,0.0,0.0,489.5,0.39528388856262886,2,Ruim / Não recomendado
GLOBOMAQ BORRACHAS E MAQUINAS LTDA,1.7307692307692308,3.863238975861497,26,19189.89,19690.91,501.02,0.025444227817533863,305.61147058823525,0.4521559550565558,5,Ótimo / Recomendado
GOIANIA CORREIAS LTDA,1.2,0.4472135954999579,5,1098.0,1098.0,0.0,0.0,37.833333333333336,0.40317284725190583,4,Bom
"GOIANIA INDUSTRIA E COMERCIO DE TUBOS, VALV E CONEXOES",2.5,2.3804761428476167,4,5834.5599999999995,5823.889999999999,0.0,0.0,343.721,0.39940289126672823,3,Médio
